index,full.name,ip.address,region,in.store,age,items,amount
41406,Oliver Brown,146.99.223.173,1,1,38,8,592.42
41407,Peter Howell,,3,0,49,4,2828.8
41408,Jamey Cruickshank,,2,0,53,3,123.29
41409,Thomas Weimann,106.3.27.77,1,1,35,3,1587.2
41410,Maxie Bergnaum,,4,0,55,7,1604.8
41411,Melda Anderson,,3,0,58,7,1507.0
41412,Neoma Roberts,116.64.151.221,3,1,73,7,102.66
41413,Ricarda Kreiger,39.13.81.96,4,1,20,7,407.01
41414,Tim Von,116.141.198.234,1,1,26,5,244.08
41415,Miguel Marquardt,,2,0,68,7,431.74
41416,Jonas Hand,61.140.90.89,4,1,54,3,1744.8
41417,Cassandra Olson,,3,0,37,7,112.91
41418,Charisse Ruecker,,2,0,32,8,165.29
41419,Trevor Rosenbaum,215.207.253.103,3,1,40,2,178.62
41420,Darrel O'Reilly,,4,0,55,6,2220.1
41421,Sang Shanahan,,2,0,56,4,124.78
41422,Romeo Macejkovic,160.6.102.186,3,1,49,5,704.21
41423,Mi Goldner,242.197.112.225,1,1,39,6,101.44
41424,Magdalene Howe,45.32.74.109,1,1,35,5,1729.4
41425,Byron Windler,,4,0,19,6,2420.5
41426,Harvey Halvorson,91.190.21.232,4,1,40,4,203.32
41427,Maurine Collier,89.195.161.147,4,1,35,2,1878.3
41428,Neely Bradtke,88.23.127.168,4,1,30,7,1642.7
41429,Deandra Rice,,2,0,49,7,405.6
41430,Stefan Feil,169.39.233.252,4,1,43,2,1584.5
41431,Lazaro Boehm,,4,0,35,7,2074.6
41432,Geraldo Cole,120.68.77.109,4,1,35,5,978.19
41433,Lauri Schmidt,,4,0,44,6,2640.0
41434,Willa McKenzie,152.142.177.190,1,1,37,3,759.74
41435,Tracy Hodkiewicz,,4,0,57,3,1806.5
41436,Roscoe Denesik,115.255.244.9,4,1,37,8,1313.0
41437,Jayson Wintheiser,203.1.22.175,1,1,62,7,666.76
41438,Deandre Koss,248.216.238.143,4,1,46,5,865.12
41439,Romaine Huel,,4,0,27,1,2792.7
41440,Blake Bosco,,2,0,64,7,26.696
41441,Mauricio Hegmann,26.167.21.134,1,1,71,3,125.33
41442,Johnathan Konopelski,,4,0,51,5,2764.1
41443,Lorena Dach,209.149.134.140,4,1,49,8,1470.2
41444,Wilford Ryan,125.120.14.101,1,1,50,2,1353.8
41445,Billy Runolfsson,209.103.160.222,1,1,32,6,1149.8
41446,Wilbert Satterfield,,2,0,81,6,306.18
41447,Darla Jones,208.146.137.148,1,1,63,3,928.97
41448,Rodolfo Aimonetti,,2,0,50,3,145.34
41449,Zane Altenwerth,196.213.100.171,3,1,30,2,263.81
41450,Roger Nicolas,34.147.65.76,1,1,44,6,907.66
41451,Napoleon Rippin,86.123.225.29,4,1,21,1,224.62
41452,Keisha Crona,,2,0,34,7,63.213
41453,Mike Williamson,5.149.84.87,3,1,34,2,937.04
41454,Desire Grady,,2,0,76,7,194.45
41455,Jarred Romaguera,45.74.76.25,4,1,43,4,745.19
41456,Kelley King,31.46.158.70,4,1,26,7,672.27
41457,Timmy Schmitt,10.162.225.92,1,1,52,6,924.62
41458,Lanelle Barton,167.132.124.112,3,1,69,4,225.05
41459,Summer Gerhold,,2,0,56,8,34.302
41460,Laverne Beahan,80.122.33.151,3,1,52,7,405.26
41461,Percy Breitenberg,,4,0,50,5,2875.6
41462,Earl Konopelski,,3,0,37,2,2201.2
41463,Linette Ritchie,,2,0,68,6,290.05
41464,Cortez Oberbrunner,58.106.168.251,4,1,27,8,729.03
41465,Patrick D'Amore,14.28.216.83,4,1,49,3,1905.9
41466,Lacey Cruickshank,,3,0,51,6,147.39
41467,Lise Adams,253.182.92.43,4,1,54,6,485.42
41468,Cris Kling,,2,0,80,8,232.91
41469,Tawny Kuphal,215.70.48.226,3,1,29,4,911.79
41470,Fidel Torp,,4,0,35,7,1808.3
41471,Melani Greenholt,232.83.105.146,4,1,42,8,811.78
41472,Regenia Bednar,152.200.153.48,1,1,60,5,157.77
41473,Bob Gutkowski,,2,0,31,3,488.13
41474,Bambi Lemke,,4,0,61,6,2915.5
41475,Pablo Mills,19.97.221.142,3,1,34,6,718.41
41476,Amado Runolfsson,,3,0,46,7,376.85
41477,Jeramy Ziemann,,4,0,58,7,2521.0
41478,Buddy Sawayn,,4,0,24,5,1517.0
41479,Shelton Swaniawski,,4,0,42,5,1864.9
41480,Linnie Schneider,206.178.116.152,1,1,69,8,219.99
41481,Karlyn Schaefer,,2,0,61,6,102.65
41482,Freeman Weissnat,184.245.66.228,4,1,25,4,1645.0
41483,Chadwick Bartoletti,4.238.172.1,3,1,38,2,994.24
41484,Christopher Will,136.31.66.152,3,1,74,1,207.71
41485,Roseline Windler,41.191.182.9,4,1,26,7,142.55
41486,Jerri Ziemann,,3,0,36,2,2575.7
41487,Claudio Koch,,2,0,66,6,457.15
41488,Jack Christiansen,230.173.147.195,3,1,65,6,507.9
41489,Odis Corwin,63.11.61.58,1,1,47,4,701.03
41490,Alphonso O'Keefe,,2,0,45,7,449.67
41491,Myrtle Spencer,175.230.1.192,4,1,50,5,160.52
41492,Eugene Kunze,164.45.116.59,1,1,67,4,198.88
41493,Anissa Stark,73.192.149.6,4,1,33,7,1293.7
41494,Kazuko Parker,,2,0,57,4,292.82
41495,Desirae Wolf,,4,0,31,4,1708.1
41496,Cordia Torp,,3,0,52,2,1278.5
41497,Nichelle Lind,,2,0,57,8,462.21
41498,Stefani Padberg,,4,0,32,7,2955.9
41499,Arturo Schroeder,35.90.119.7,3,1,47,1,129.02
41500,Johnson Lynch,,4,0,63,5,2148.1
41501,Diane VonRueden,,2,0,44,3,412.89
41502,Luci Brekke,225.74.112.54,3,1,24,8,129.73
41503,Hilde Kuhic,,2,0,73,7,165.78
41504,Armand Gutmann,184.104.43.185,1,1,54,7,1558.6
41505,Elnora Herzog,37.240.205.104,4,1,49,6,1308.9
41506,Max Skiles,,2,0,58,4,367.31
41507,Beth Krajcik,31.102.42.252,4,1,28,7,149.55
41508,Lilla Jenkins,,2,0,61,2,325.85
41509,Granville Windler,,2,0,64,5,274.95
41510,Yolonda Wolf,131.148.146.7,4,1,39,3,1519.3
41511,Rex Frami,,3,0,29,5,1828.4
41512,Jimmy Dach,137.150.226.26,1,1,46,3,1779.7
41513,Archie Cassin,132.216.179.240,4,1,28,6,1411.3
41514,Zachariah Gulgowski,232.208.116.13,1,1,27,5,1690.2
41515,Hassan Denesik,17.130.80.97,1,1,36,7,1940.6
41516,Leland Durgan,130.156.210.125,3,1,53,8,948.61
41517,Georgie Zieme,,2,0,28,3,281.59
41518,Connie Rowe,221.136.60.114,3,1,46,6,527.36
41519,Emory Tromp,,4,0,52,1,2541.0
41520,Emerson Legros,,3,0,22,3,2472.2
41521,Taneka Gutkowski,22.210.238.224,4,1,53,6,1211.9
41522,Lashawn Kris,,3,0,57,7,1769.4
41523,Eduardo Rodriguez,,4,0,40,4,1216.3
41524,Kerry Fritsch,211.99.171.110,3,1,26,6,485.44
41525,Karlyn Kautzer,,3,0,22,6,2171.5
41526,Kristie Jacobs,,2,0,72,3,489.86
41527,Ned Dickinson,,2,0,81,5,315.47
41528,Jc Jacobs,,3,0,35,5,2025.4
41529,Agnes Volkman,55.56.108.224,1,1,61,3,997.31
41530,Sherril Yost,,4,0,60,2,1797.6
41531,Mason Wuckert,,3,0,41,1,1801.8
41532,Georgene Okuneva,,2,0,56,3,209.89
41533,Mirella Rutherford,,4,0,28,3,349.34
41534,Francis Christiansen,,4,0,55,2,2447.7
41535,Lyle Cronin,,2,0,38,8,273.62
41536,Chadwick Von,50.117.69.186,1,1,37,2,1099.5
41537,Tomika Corkery,,4,0,61,3,1123.9
41538,Jackie Luettgen,,2,0,76,5,489.4
41539,Tova Hamill,248.169.72.198,1,1,42,5,400.06
41540,Star Jacobi,,4,0,39,3,1571.9
41541,Samatha Daugherty,134.241.179.10,1,1,34,7,893.04
41542,Ross Lebsack,187.63.157.22,3,1,70,2,787.92
41543,Kyla Gusikowski,,2,0,73,6,7.4865
41544,Tobias Rutherford,,2,0,60,6,465.16
41545,May Mann,231.244.152.179,1,1,31,2,512.37
41546,Aleisha Marvin,,3,0,51,2,1717.8
41547,Maricruz Hammes,,2,0,80,6,473.14
41548,Bambi Gleichner,,3,0,37,5,2403.5
41549,Wendie Kautzer,106.210.208.101,4,1,19,2,574.98
41550,Joane Paucek,181.2.81.203,1,1,27,1,272.52
41551,Pinkie Anderson,,4,0,56,4,1344.6
41552,Golden Legros,250.87.220.33,4,1,50,6,1422.4
41553,Gil Zemlak,,2,0,31,4,118.01
41554,Hans Schowalter,39.175.96.142,3,1,28,1,874.77
41555,Ilse Gleason,,4,0,24,7,612.15
41556,Reena Marquardt,46.30.34.49,1,1,31,3,480.9
41557,Honey Bahringer,112.125.43.25,3,1,37,5,855.02
41558,Twyla Anderson,200.175.238.207,1,1,31,3,1389.4
41559,Youlanda Schultz,84.228.77.1,4,1,25,7,1489.3
41560,Tiffanie Volkman,,4,0,51,2,1981.8
41561,Winfred Beer,,4,0,57,7,1426.8
41562,Denisse Block,69.42.183.1,1,1,60,6,764.87
41563,Kiera Armstrong,106.97.220.94,4,1,54,6,1205.5
41564,Chung McCullough,49.242.254.89,4,1,32,4,68.781
41565,Antony Gutkowski,161.208.131.44,1,1,69,8,331.97
41566,Willy Mosciski,,2,0,29,4,225.78
41567,Luciano King,195.248.28.51,4,1,36,5,993.44
41568,Vita Maggio,79.27.41.90,1,1,28,5,81.793
41569,Connie Kertzmann,47.229.207.241,4,1,40,2,271.2
41570,Deeann Jewess,24.96.172.143,3,1,55,5,642.69
41571,Beatris Barrows,61.222.156.29,4,1,49,6,892.29
41572,Karie Frami,65.169.9.7,4,1,52,1,1087.5
41573,Patria Pollich,194.224.229.28,1,1,41,7,887.25
41574,Young Ratke,217.28.5.218,3,1,61,1,823.51
41575,Jess Goldner,78.55.86.102,1,1,28,5,338.61
41576,Sherice Towne,46.195.237.139,1,1,25,6,575.19
41577,Norah Powlowski,,2,0,63,2,278.1
41578,Cecila Ebert,107.165.43.131,1,1,30,3,1850.3
41579,Rigoberto Berge,187.8.160.143,4,1,20,1,590.98
41580,Salvador Bauch,203.137.35.143,4,1,40,4,1275.9
41581,Loren Green,,3,0,51,7,2530.3
41582,Frank Rolfson,,4,0,50,5,1001.0
41583,Monnie Skiles,,2,0,51,2,275.15
41584,Justin Hodkiewicz,231.252.235.25,1,1,27,2,765.69
41585,Dusty Zieme,,2,0,38,5,278.25
41586,Pete Prohaska,15.103.232.75,1,1,26,3,387.76
41587,Fletcher Cormier,143.31.152.45,4,1,51,6,903.14
41588,Magali Jakubowski,,4,0,22,3,353.68
41589,Steven Zieme,,3,0,63,6,1803.0
41590,Desire Balistreri,68.49.193.25,1,1,34,8,173.77
41591,Dinah Pfannerstill,,4,0,50,6,1256.1
41592,Marvis Bahringer,8.61.175.48,4,1,52,5,89.815
41593,King Wintheiser,152.217.88.32,3,1,73,7,53.232
41594,Lakisha Torp,,3,0,61,5,360.21
41595,Jessi Bernhard,235.100.231.117,1,1,54,6,612.78
41596,Keri Dickinson,,4,0,53,2,1867.2
41597,Joe VonRueden,,3,0,43,5,2978.3
41598,Kimberely Frami,,4,0,48,7,141.87
41599,Linda Gerhold,218.39.192.106,1,1,36,7,1079.8
41600,Stevie Langworth,,4,0,30,2,2998.6
41601,Broderick Hessel,,4,0,28,3,1019.2
41602,Darrin Dickens,,3,0,44,2,1069.8
41603,Aura Keeling,226.163.244.82,4,1,46,4,1841.6
41604,John Beatty,,3,0,40,5,153.0
41605,Eartha Goodwin,,4,0,62,6,836.3
41606,Lenita Cormier,,2,0,36,1,103.72
41607,Valencia Wyman,,2,0,75,7,261.37
41608,Carrol Marquardt,,2,0,83,5,489.79
41609,Enoch Doyle,118.117.98.206,4,1,43,3,1356.0
41610,Eliana Gorczany,,2,0,77,2,96.776
41611,Dong Bruen,125.86.65.170,4,1,22,4,313.66
41612,Irvin Wisozk,253.75.66.132,3,1,66,5,558.35
41613,Erik Ledner,,4,0,46,3,1609.6
41614,Errol Runolfsdottir,245.102.116.207,1,1,36,4,147.35
41615,Ilene Hilpert,,4,0,24,3,2848.7
41616,Giovanna Veum,,4,0,43,7,2141.7
41617,Nada Adams,,2,0,33,1,487.72
41618,Werner Treutel,28.196.227.208,1,1,51,7,783.99
41619,Keven Botsford,253.51.138.44,3,1,30,4,157.59
41620,Sharri Walsh,168.127.99.233,4,1,38,5,778.19
41621,Carrie Baumbach,,4,0,59,2,292.38
41622,Marcel Cummerata,,2,0,81,5,362.92
41623,Chelsie Berge,58.167.81.1,1,1,74,7,372.25
41624,Isabell Herzog,127.191.45.169,4,1,27,1,1624.7
41625,Indira Jacobs,61.169.136.143,1,1,43,3,441.13
41626,Reatha Kling,,2,0,34,5,318.73
41627,Alexis Jaskolski,214.246.84.116,4,1,51,2,1157.3
41628,Odell Cruickshank,,4,0,23,1,2985.8
41629,Merri Douglas,231.21.157.3,1,1,44,5,862.56
41630,Han Bernier,201.239.192.219,1,1,28,6,283.0
41631,Gricelda Zieme,,2,0,63,6,317.34
41632,Slyvia Volkman,107.232.51.128,1,1,55,6,676.44
41633,Emmy Schamberger,,4,0,41,6,884.84
41634,Lorraine Gusikowski,251.3.243.206,4,1,24,2,774.05
41635,Cora Corkery,130.197.166.67,3,1,28,1,947.76
41636,Melody Satterfield,32.231.68.39,1,1,40,7,1983.7
41637,Arlie DuBuque,,2,0,38,2,295.9
41638,Frankie Bailey,,2,0,84,2,100.71
41639,Arletta Rodriguez,194.93.40.144,4,1,55,3,727.54
41640,Velda Nikolaus,,4,0,54,8,1982.0
41641,Charles Osinski,198.17.49.8,3,1,54,3,502.36
41642,Nancy Gottlieb,,2,0,81,1,358.17
41643,Rima Oberbrunner,,2,0,46,5,437.99
41644,Britt Okuneva,58.27.155.111,4,1,35,5,1281.7
41645,Charlie Von,,2,0,85,3,152.72
41646,Eugene Buckridge,96.102.236.184,1,1,53,8,329.57
41647,Mitch Hayes,,3,0,56,3,2267.2
41648,Meggan Block,133.115.188.221,4,1,42,6,1164.0
41649,Trevor Labadie,,3,0,36,2,1276.6
41650,Deetta Durgan,,2,0,75,4,227.89
41651,Santo Monahan,,2,0,41,4,25.237
41652,Shea Cartwright,,4,0,21,5,1494.5
41653,Mozelle Hegmann,,2,0,72,6,105.09
41654,Dyan Lebsack,,4,0,57,4,2138.9
41655,Sherell Boyer,27.54.26.239,1,1,34,6,599.56
41656,Cari Kovacek,,2,0,44,6,474.44
41657,Piedad Krajcik,219.81.235.40,4,1,25,4,327.07
41658,Bert Yost,72.53.190.181,1,1,63,3,813.89
41659,Genaro Rodriguez,,2,0,72,2,485.87
41660,Hassan Shanahan,188.122.42.50,1,1,38,5,327.9
41661,Benny Schultz,159.223.106.27,1,1,50,8,281.63
41662,Nevada Klocko,,2,0,32,5,303.13
41663,Elmo Gulgowski,,2,0,69,4,360.55
41664,Junior Grimes,83.163.134.54,4,1,36,4,360.94
41665,Rosette Borer,,2,0,29,3,449.23
41666,Theo Schmeler,,4,0,51,6,1772.1
41667,Dirk Rogahn,21.252.169.61,1,1,65,5,981.85
41668,Sid Dibbert,,3,0,35,5,1907.7
41669,Charlott Funk,222.213.49.239,4,1,48,2,66.577
41670,Stanton Olson,60.28.217.206,3,1,65,1,642.1
41671,Floyd Muller,,2,0,37,2,330.31
41672,Jamika Nitzsche,,2,0,81,2,228.14
41673,Danelle Schiller,,2,0,64,6,330.27
41674,Jeromy Volkman,,2,0,41,7,65.844
41675,Taylor Carter,,2,0,58,4,160.46
41676,Ross Spinka,195.225.158.130,1,1,59,2,235.02
41677,Kirby Lind,144.188.194.170,3,1,60,6,250.31
41678,Doreatha Klein,,2,0,69,5,470.97
41679,Franklyn Dickinson,71.111.117.226,4,1,52,6,197.94
41680,Sonny Cronin,191.192.151.68,4,1,37,7,1351.9
41681,Georgia Collier,214.152.160.2,3,1,49,6,649.89
41682,Abdul Sanford,134.180.56.138,4,1,23,5,1329.5
41683,Viviana Schmidt,,2,0,42,2,354.03
41684,Maria Doyle,,4,0,40,6,1026.8
41685,Lee Spencer,,2,0,41,2,127.6
41686,Cristine Harvey,,2,0,44,1,301.69
41687,Senaida Medhurst,139.111.149.24,1,1,21,7,1584.2
41688,Quintin Muller,119.51.236.3,1,1,30,3,909.22
41689,Clementina Lynch,254.52.204.6,4,1,30,7,152.09
41690,Cherish Brown,,2,0,28,1,75.803
41691,Tony Lang,,3,0,42,5,2182.6
41692,Arielle Skiles,,4,0,31,3,286.9
41693,Frieda Pfannerstill,,4,0,63,7,2858.3
41694,Calvin Swift,142.176.185.119,1,1,21,4,1206.5
41695,Tressa Treutel,185.228.164.105,4,1,22,8,875.55
41696,Minh Brekke,118.197.166.176,4,1,53,8,599.11
41697,Brice Schneider,210.209.70.11,1,1,71,7,542.71
41698,Gia Nitzsche,,2,0,74,6,8.0285
41699,Kelley Weissnat,40.221.40.66,4,1,53,3,595.93
41700,Bernardo Cronin,3.232.245.109,1,1,41,1,65.119
41701,Daniel Durgan,,3,0,39,1,1508.1
41702,Jarvis Feeney,,2,0,62,2,300.05
41703,Jamey Zemlak,84.113.170.60,3,1,67,1,141.08
41704,Chadwick Nicolas,201.185.23.204,4,1,41,5,618.97
41705,Parthenia Bode,,4,0,46,6,1766.9
41706,Lamont Gerhold,,2,0,84,5,330.78
41707,Dwain Reynolds,224.98.71.25,3,1,66,4,290.63
41708,Ray Ullrich,21.6.40.146,1,1,50,7,56.255
41709,Celsa Hilpert,132.154.66.44,3,1,49,6,743.09
41710,Stewart Braun,145.137.211.30,3,1,28,3,517.21
41711,Monroe Hilpert,55.132.6.2,1,1,23,2,1613.2
41712,Moses Mraz,166.222.92.11,1,1,46,7,211.06
41713,Tobias Pfannerstill,111.9.67.59,1,1,61,8,469.62
41714,Danny Friesen,,4,0,59,1,525.83
41715,Song Hansen,165.95.255.225,3,1,39,5,943.16
41716,Judie Hermiston,,2,0,77,5,198.48
41717,Magaly Eichmann,148.70.173.93,1,1,29,7,1869.6
41718,Lindsey Goldner,38.250.85.107,4,1,44,2,1293.6
41719,Lashonda Bergstrom,215.161.188.34,4,1,35,2,1516.5
41720,Florine Russel,139.185.157.47,1,1,29,4,1459.5
41721,Sherwood Corkery,,2,0,56,7,310.97
41722,Vern Trantow,3.90.132.148,1,1,28,1,173.93
41723,Santos Kovacek,145.120.90.176,3,1,33,4,612.34
41724,Noel Barton,165.51.23.127,3,1,68,2,825.7
41725,Antonia Larkin,86.70.131.193,1,1,47,6,715.17
41726,Hilma Stiedemann,,3,0,62,5,495.79
41727,Vasiliki Lang,8.86.209.145,3,1,43,3,690.55
41728,Irwin Schuster,,4,0,41,1,1831.2
41729,Coralee Mosciski,234.53.244.222,1,1,70,6,944.72
41730,Evelin Beahan,20.162.93.138,4,1,37,6,1516.0
41731,Norberto Barton,226.16.110.131,3,1,41,3,964.68
41732,Bernard Dickinson,,2,0,58,7,137.52
41733,Geralyn Lehner,58.240.88.63,4,1,45,6,1911.2
41734,Dee Dare,,2,0,57,3,231.47
41735,Diego Littel,177.10.200.40,3,1,71,3,595.12
41736,Blake Kris,64.167.133.31,3,1,55,7,781.8
41737,Darcel Jewess,230.12.135.10,3,1,26,7,386.87
41738,Wilber Heidenreich,,3,0,39,5,1067.9
41739,Curtis Swaniawski,37.149.136.220,1,1,29,6,205.08
41740,Marcie King,245.254.96.92,4,1,39,2,1686.4
41741,Carolee Crist,216.89.78.231,4,1,42,6,835.28
41742,Berry Goldner,63.85.11.227,1,1,49,2,643.25
41743,Devin Dickens,120.136.105.169,1,1,28,1,1270.6
41744,Babette Cartwright,,2,0,64,3,81.509
41745,Malcolm Cruickshank,239.204.199.8,1,1,38,2,327.23
41746,Santos Mayert,,4,0,59,7,497.87
41747,Donte McKenzie,,2,0,71,4,479.04
41748,Long Krajcik,,2,0,33,7,341.27
41749,June Brakus,,4,0,46,5,2274.9
41750,Shakita Turner,245.230.133.26,4,1,29,5,1888.8
41751,Hallie Kuvalis,172.192.46.22,3,1,57,3,587.27
41752,Rolf Friesen,167.206.114.237,3,1,68,4,447.84
41753,Joesph Zieme,139.91.2.91,1,1,33,1,228.26
41754,Colby Sanford,,4,0,31,4,1471.8
41755,Noella Deckow,136.172.251.80,1,1,42,2,68.235
41756,Marcelino Hudson,98.20.139.46,1,1,48,7,1227.9
41757,Willow Rolfson,153.113.205.133,4,1,47,5,1451.3
41758,Marianne Kautzer,,2,0,52,7,128.65
41759,Eric Spencer,,4,0,58,5,705.65
41760,Delia Ernser,57.193.188.217,4,1,32,8,257.54
41761,Hyman Rempel,167.237.140.93,3,1,48,7,556.5
41762,Thanh Douglas,10.137.235.125,3,1,50,5,685.99
41763,Nola Nitzsche,194.175.63.103,3,1,63,6,98.03
41764,Natasha Zieme,188.223.143.3,4,1,45,2,552.26
41765,Rudy Hansen,,2,0,45,3,154.26
41766,Lazaro Jenkins,,4,0,51,3,2309.9
41767,Connie Ebert,31.200.63.132,4,1,44,5,1245.0
41768,Una Mueller,241.68.60.249,1,1,67,6,118.79
41769,Dorian Bahringer,5.83.225.147,4,1,27,7,1764.8
41770,Loise Fritsch,,4,0,26,1,1061.5
41771,Lucina Bayer,71.213.169.217,4,1,52,6,932.11
41772,Christi Witting,247.167.133.41,1,1,73,7,786.19
41773,Rosamaria Miller,224.92.157.54,1,1,69,3,530.73
41774,Sharilyn Stroman,85.216.106.145,4,1,25,7,114.26
41775,Susanna Douglas,,4,0,50,7,2311.9
41776,Vern Mante,,4,0,42,2,1143.2
41777,Ardith Rosenbaum,84.185.17.55,1,1,25,8,538.3
41778,Randy O'Keefe,133.118.127.247,3,1,59,7,781.95
41779,Johnny Quitzon,99.218.199.68,1,1,68,2,577.41
41780,Georgann McLaughlin,25.175.132.49,1,1,43,4,966.0
41781,Ross Mraz,187.5.168.179,4,1,42,5,556.93
41782,Ji Hayes,,2,0,56,2,206.94
41783,Brendon Wilderman,187.212.36.118,1,1,41,4,120.72
41784,Fallon Kutch,156.12.196.208,4,1,43,7,617.6
41785,Laticia Aimonetti,,2,0,67,5,199.68
41786,Lea Medhurst,108.106.90.152,1,1,56,8,958.98
41787,Lynda Bradtke,,2,0,82,8,19.268
41788,Kendall Wunsch,,4,0,47,7,1196.5
41789,Mario Bartoletti,,3,0,22,3,1081.5
41790,Juliana Wunsch,248.5.168.62,4,1,37,2,1822.2
41791,Luis Strosin,,4,0,25,4,2255.4
41792,Cathi Jewess,204.187.236.90,3,1,47,4,698.86
41793,Dana Schimmel,,3,0,22,3,2065.7
41794,Galen Pouros,186.61.200.10,4,1,38,3,1620.0
41795,Irene Upton,,2,0,81,7,136.15
41796,Shantay Farrell,111.127.21.20,1,1,44,4,628.9
41797,Gary Oberbrunner,195.181.58.206,1,1,36,7,617.47
41798,Omer Harris,,2,0,53,7,13.33
41799,Brant Marks,,2,0,56,6,474.2
41800,Doris Jones,111.135.239.206,1,1,41,7,1816.8
41801,Sylvester O'Reilly,41.61.254.118,4,1,25,3,587.32
41802,Modesto Ortiz,44.198.131.82,1,1,21,6,1383.7
41803,Rickey Davis,,2,0,67,7,143.19
41804,Hedy Cartwright,74.40.42.123,4,1,54,6,579.51
41805,Max Morissette,126.39.109.95,4,1,33,7,1726.5
41806,Kareem Hudson,25.125.5.132,4,1,44,7,617.46
41807,Caprice Lynch,,4,0,34,8,354.38
41808,Jacquiline Bergstrom,223.74.134.120,1,1,24,6,1845.4
41809,Lorna Schowalter,,2,0,77,5,113.8
41810,Britni Huel,229.150.25.6,1,1,32,6,204.16
41811,Fidel Okuneva,,4,0,31,2,612.36
41812,Mario Schroeder,141.168.103.1,1,1,51,4,561.39
41813,Hyo Kunze,,4,0,24,5,266.87
41814,Tobias Friesen,184.21.174.150,3,1,48,8,362.0
41815,Hayden Olson,,4,0,34,6,2498.1
41816,Suanne Mitchell,,2,0,53,4,148.09
41817,Valery O'Conner,16.179.223.105,3,1,27,6,761.98
41818,Arlie Waters,239.237.238.58,3,1,72,7,456.56
41819,Magda Strosin,,4,0,62,4,2004.8
41820,Earlean Skiles,,2,0,82,7,254.6
41821,Alaine Jacobson,104.191.101.192,4,1,25,2,470.46
41822,Wally Gutkowski,237.129.47.83,1,1,34,7,615.3
41823,Rosemary Kihn,54.207.13.38,4,1,19,2,803.22
41824,Zackary O'Conner,,3,0,50,3,1499.8
41825,Lizbeth Wyman,,2,0,36,3,22.826
41826,Marilou Gusikowski,,3,0,19,5,952.57
41827,Charlene Bahringer,,4,0,23,5,733.08
41828,Manual Friesen,,3,0,20,6,2974.1
41829,Dale Casper,168.210.177.212,1,1,34,4,78.808
41830,Jeanmarie Kub,,3,0,37,3,1624.4
41831,Lane Little,72.252.197.156,3,1,49,2,749.67
41832,Magdalena Douglas,,3,0,54,5,1930.6
41833,Assunta Pacocha,,3,0,29,3,2405.8
41834,Carmelina Botsford,,2,0,35,3,374.59
41835,Earnest Hermann,,2,0,42,4,310.8
41836,Franklin Walter,,2,0,78,6,137.57
41837,Evan Rau,186.96.79.184,4,1,32,2,506.78
41838,Brandi Krajcik,,4,0,43,4,2575.3
41839,Tori Ward,246.247.189.216,3,1,30,7,732.55
41840,Garret Mayer,76.34.13.179,1,1,50,4,220.58
41841,Jule Barton,140.158.235.249,4,1,46,7,1778.2
41842,Homer Weber,,3,0,39,8,2851.4
41843,Larue Wisoky,,2,0,67,7,98.96
41844,Pierre Terry,189.218.171.251,4,1,33,5,1293.7
41845,Gertie Bruen,175.211.187.64,1,1,41,8,127.04
41846,Faustino Pfeffer,235.108.127.56,1,1,50,4,1175.5
41847,Osvaldo Lang,,4,0,44,4,1580.6
41848,Juanita Kunde,133.78.239.236,4,1,34,3,926.73
41849,Aron Brakus,,4,0,37,3,1075.7
41850,Talisha Lindgren,,3,0,20,6,382.06
41851,Roosevelt Luettgen,,3,0,36,5,294.31
41852,Rusty Lesch,251.143.226.18,4,1,50,2,1624.4
41853,Loyd Kuvalis,105.186.221.65,3,1,27,2,435.75
41854,Chan Smitham,,3,0,27,4,975.64
41855,Orville Corkery,,2,0,51,1,17.802
41856,Frankie Schumm,,2,0,53,1,448.72
41857,Weldon Lindgren,,4,0,52,6,808.51
41858,Naida Stanton,244.58.233.165,3,1,73,4,132.14
41859,Archie Hand,228.2.17.175,4,1,54,5,1877.0
41860,Nicki Bailey,52.16.136.177,1,1,50,1,220.08
41861,Joesph Boehm,,2,0,31,3,363.98
41862,Palmer Kemmer,,2,0,57,5,188.62
41863,Randy Greenholt,237.196.232.134,3,1,44,5,245.47
41864,Luetta Nolan,36.148.91.64,1,1,52,8,1760.6
41865,Evangeline Dietrich,,2,0,60,4,434.25
41866,Silva Barton,,4,0,59,4,1275.4
41867,Romaine Bins,,2,0,82,5,159.23
41868,Miles D'Amore,,2,0,80,7,122.05
41869,Candelaria Farrell,238.252.146.200,4,1,39,5,1506.3
41870,Homer Goodwin,98.83.135.226,1,1,42,7,230.74
41871,Eddie Shanahan,,4,0,52,4,1508.0
41872,Dennis Rodriguez,215.65.108.240,4,1,22,4,742.95
41873,Wilbert Auer,,2,0,48,7,274.08
41874,Warren Keeling,,3,0,30,1,489.84
41875,Jimmy Koch,,4,0,28,4,1393.3
41876,Dahlia Harber,,4,0,42,3,313.19
41877,Jacque Abshire,255.164.94.18,3,1,46,1,494.56
41878,Marcy Mueller,,2,0,43,6,283.35
41879,Trent Wilderman,,2,0,65,5,387.87
41880,Antwan McLaughlin,,2,0,29,1,268.31
41881,Arianne Pacocha,49.23.183.248,1,1,39,4,402.62
41882,Jewell Dare,,3,0,28,3,266.04
41883,Neil Roob,,3,0,55,4,2877.4
41884,Adella Toy,47.120.214.131,3,1,55,7,298.33
41885,Teddy Johns,,2,0,58,7,185.81
